State,year,commodity,units,Exports
Iowa,2010,Soybeans,Million dollars,2905.946
Kansas,2010,Soybeans,Million dollars,333.142
Kentucky,2010,Soybeans,Million dollars,333.142
Louisiana,2010,Soybeans,Million dollars,253.6847
Maine,2010,Soybeans,Million dollars,0.0
Maryland,2010,Soybeans,Million dollars,103.8893
Massachusetts,2010,Soybeans,Million dollars,0.0
Michigan,2010,Soybeans,Million dollars,483.0378
Minnesota,2010,Soybeans,Million dollars,1733.478
Mississippi,2010,Soybeans,Million dollars,473.8577
Missouri,2010,Soybeans,Million dollars,1276.0137
Montana,2010,Soybeans,Million dollars,0.0
Nebraska,2010,Soybeans,Million dollars,1289.1657
Nevada,2010,Soybeans,Million dollars,0.0
New Hampshire,2010,Soybeans,Million dollars,0.0
New Jersey,2010,Soybeans,Million dollars,16.3026
New Mexico,2010,Soybeans,Million dollars,0.0
New York,2010,Soybeans,Million dollars,69.6304
North Carolina,2010,Soybeans,Million dollars,321.5273
North Dakota,2010,Soybeans,Million dollars,691.5656
Ohio,2010,Soybeans,Million dollars,1284.0689
Oklahoma,2010,Soybeans,Million dollars,71.5901
Oregon,2010,Soybeans,Million dollars,0.0
Pennsylvania,2010,Soybeans,Million dollars,122.7272
Rhode Island,2010,Soybeans,Million dollars,0.0
South Carolina,2010,Soybeans,Million dollars,73.3435
South Dakota,2010,Soybeans,Million dollars,863.0725
Tennessee,2010,Soybeans,Million dollars,276.55
Texas,2010,Soybeans,Million dollars,29.6469
Utah,2010,Soybeans,Million dollars,0.0
Vermont,2010,Soybeans,Million dollars,0.0
Virginia,2010,Soybeans,Million dollars,101.0103
Washington,2010,Soybeans,Million dollars,0.0
West Virginia,2010,Soybeans,Million dollars,3.9031
Wisconsin,2010,Soybeans,Million dollars,430.759
Wyoming,2010,Soybeans,Million dollars,0.0
Alabama,2011,Soybeans,Million dollars,50.663
Alaska,2011,Soybeans,Million dollars,0.0
Arizona,2011,Soybeans,Million dollars,0.0
Arkansas,2011,Soybeans,Million dollars,678.254
California,2011,Soybeans,Million dollars,0.0
Colorado,2011,Soybeans,Million dollars,0.0
Connecticut,2011,Soybeans,Million dollars,0.0
Delaware,2011,Soybeans,Million dollars,32.919
Florida,2011,Soybeans,Million dollars,2.5225
Georgia,2011,Soybeans,Million dollars,25.8041
Hawaii,2011,Soybeans,Million dollars,0.0
Idaho,2011,Soybeans,Million dollars,0.0
Illinois,2011,Soybeans,Million dollars,2567.3171
Indiana,2011,Soybeans,Million dollars,1472.8511
Iowa,2011,Soybeans,Million dollars,2603.2118
Kansas,2011,Soybeans,Million dollars,310.9636
Kentucky,2011,Soybeans,Million dollars,310.9636
Louisiana,2011,Soybeans,Million dollars,205.877
Maine,2011,Soybeans,Million dollars,0.0
Maryland,2011,Soybeans,Million dollars,90.7315
Massachusetts,2011,Soybeans,Million dollars,0.0
Michigan,2011,Soybeans,Million dollars,490.8126
Minnesota,2011,Soybeans,Million dollars,1585.7518
Mississippi,2011,Soybeans,Million dollars,395.4881
Missouri,2011,Soybeans,Million dollars,1271.5374
Montana,2011,Soybeans,Million dollars,0.0
Nebraska,2011,Soybeans,Million dollars,1626.9316
Nevada,2011,Soybeans,Million dollars,0.0
New Hampshire,2011,Soybeans,Million dollars,0.0
New Jersey,2011,Soybeans,Million dollars,14.5482
New Mexico,2011,Soybeans,Million dollars,0.0
New York,2011,Soybeans,Million dollars,67.307
North Carolina,2011,Soybeans,Million dollars,252.6618
North Dakota,2011,Soybeans,Million dollars,706.8034
Ohio,2011,Soybeans,Million dollars,1109.7684
Oklahoma,2011,Soybeans,Million dollars,39.7761
Oregon,2011,Soybeans,Million dollars,0.0
Pennsylvania,2011,Soybeans,Million dollars,115.8095
Rhode Island,2011,Soybeans,Million dollars,0.0
South Carolina,2011,Soybeans,Million dollars,55.119
South Dakota,2011,Soybeans,Million dollars,778.2298
Tennessee,2011,Soybeans,Million dollars,253.8173
Texas,2011,Soybeans,Million dollars,16.3856
Utah,2011,Soybeans,Million dollars,0.0
Vermont,2011,Soybeans,Million dollars,0.0
Virginia,2011,Soybeans,Million dollars,96.2718
Washington,2011,Soybeans,Million dollars,0.0
West Virginia,2011,Soybeans,Million dollars,3.6101
Wisconsin,2011,Soybeans,Million dollars,358.235
Wyoming,2011,Soybeans,Million dollars,0.0
Alabama,2012,Soybeans,Million dollars,101.2503
Alaska,2012,Soybeans,Million dollars,0.0
Arizona,2012,Soybeans,Million dollars,0.0
Arkansas,2012,Soybeans,Million dollars,1166.2245
California,2012,Soybeans,Million dollars,0.0
Colorado,2012,Soybeans,Million dollars,0.0
Connecticut,2012,Soybeans,Million dollars,0.0
Delaware,2012,Soybeans,Million dollars,52.8981
Florida,2012,Soybeans,Million dollars,4.6493
Georgia,2012,Soybeans,Million dollars,46.0345
Hawaii,2012,Soybeans,Million dollars,0.0
Idaho,2012,Soybeans,Million dollars,0.0
Illinois,2012,Soybeans,Million dollars,3438.452
Indiana,2012,Soybeans,Million dollars,1994.4094
Iowa,2012,Soybeans,Million dollars,3613.929
Kansas,2012,Soybeans,Million dollars,401.5974
Kentucky,2012,Soybeans,Million dollars,401.5974
Louisiana,2012,Soybeans,Million dollars,418.021
Maine,2012,Soybeans,Million dollars,0.0
Maryland,2012,Soybeans,Million dollars,153.8307
Massachusetts,2012,Soybeans,Million dollars,0.0
Michigan,2012,Soybeans,Million dollars,685.447
Minnesota,2012,Soybeans,Million dollars,2372.3007
Mississippi,2012,Soybeans,Million dollars,720.1602
Missouri,2012,Soybeans,Million dollars,1319.1862
Montana,2012,Soybeans,Million dollars,0.0
Nebraska,2012,Soybeans,Million dollars,1810.4415
Nevada,2012,Soybeans,Million dollars,0.0
New Hampshire,2012,Soybeans,Million dollars,0.0
New Jersey,2012,Soybeans,Million dollars,26.0199
New Mexico,2012,Soybeans,Million dollars,0.0
New York,2012,Soybeans,Million dollars,97.7213
North Carolina,2012,Soybeans,Million dollars,388.808
North Dakota,2012,Soybeans,Million dollars,1160.2373
Ohio,2012,Soybeans,Million dollars,1781.4837
Oklahoma,2012,Soybeans,Million dollars,28.731
Oregon,2012,Soybeans,Million dollars,0.0
Pennsylvania,2012,Soybeans,Million dollars,179.1584
Rhode Island,2012,Soybeans,Million dollars,0.0
South Carolina,2012,Soybeans,Million dollars,87.0872
South Dakota,2012,Soybeans,Million dollars,1190.815
Tennessee,2012,Soybeans,Million dollars,326.5926
Texas,2012,Soybeans,Million dollars,19.3069
Utah,2012,Soybeans,Million dollars,0.0
Vermont,2012,Soybeans,Million dollars,0.0
Virginia,2012,Soybeans,Million dollars,175.3645
Washington,2012,Soybeans,Million dollars,0.0
West Virginia,2012,Soybeans,Million dollars,6.8943
Wisconsin,2012,Soybeans,Million dollars,602.2686
Wyoming,2012,Soybeans,Million dollars,0.0
Alabama,2013,Soybeans,Million dollars,119.6088
Alaska,2013,Soybeans,Million dollars,0.0
Arizona,2013,Soybeans,Million dollars,0.0
Arkansas,2013,Soybeans,Million dollars,951.6049
California,2013,Soybeans,Million dollars,0.0
Colorado,2013,Soybeans,Million dollars,0.0
Connecticut,2013,Soybeans,Million dollars,0.0
Delaware,2013,Soybeans,Million dollars,45.5595
Florida,2013,Soybeans,Million dollars,6.6332
Georgia,2013,Soybeans,Million dollars,62.4776
Hawaii,2013,Soybeans,Million dollars,0.0
Idaho,2013,Soybeans,Million dollars,0.0
Illinois,2013,Soybeans,Million dollars,2759.764
Indiana,2013,Soybeans,Million dollars,1652.6341
Iowa,2013,Soybeans,Million dollars,2908.1948
Kansas,2013,Soybeans,Million dollars,514.3346
Kentucky,2013,Soybeans,Million dollars,514.3346
Louisiana,2013,Soybeans,Million dollars,374.7368
Maine,2013,Soybeans,Million dollars,0.0
Maryland,2013,Soybeans,Million dollars,135.6292
Massachusetts,2013,Soybeans,Million dollars,0.0
Michigan,2013,Soybeans,Million dollars,546.6335
Minnesota,2013,Soybeans,Million dollars,2034.6225
Mississippi,2013,Soybeans,Million dollars,632.6776
Missouri,2013,Soybeans,Million dollars,1315.0733
Montana,2013,Soybeans,Million dollars,0.0
Nebraska,2013,Soybeans,Million dollars,1498.0392
Nevada,2013,Soybeans,Million dollars,0.0
New Hampshire,2013,Soybeans,Million dollars,0.0
New Jersey,2013,Soybeans,Million dollars,23.1101
New Mexico,2013,Soybeans,Million dollars,0.0
New York,2013,Soybeans,Million dollars,92.2326
North Carolina,2013,Soybeans,Million dollars,396.5364
North Dakota,2013,Soybeans,Million dollars,944.7008
Ohio,2013,Soybeans,Million dollars,1625.4739
Oklahoma,2013,Soybeans,Million dollars,49.2705
Oregon,2013,Soybeans,Million dollars,0.0
Pennsylvania,2013,Soybeans,Million dollars,177.1282
Rhode Island,2013,Soybeans,Million dollars,0.0
South Carolina,2013,Soybeans,Million dollars,75.8785
South Dakota,2013,Soybeans,Million dollars,1100.8034
Tennessee,2013,Soybeans,Million dollars,400.0633
Texas,2013,Soybeans,Million dollars,17.5748
Utah,2013,Soybeans,Million dollars,0.0
Vermont,2013,Soybeans,Million dollars,0.0
Virginia,2013,Soybeans,Million dollars,158.7117
Washington,2013,Soybeans,Million dollars,0.0
West Virginia,2013,Soybeans,Million dollars,6.9493
Wisconsin,2013,Soybeans,Million dollars,429.1701
Wyoming,2013,Soybeans,Million dollars,0.0
Alabama,2014,Soybeans,Million dollars,117.2533
Alaska,2014,Soybeans,Million dollars,0.0
Arizona,2014,Soybeans,Million dollars,0.0
Arkansas,2014,Soybeans,Million dollars,996.2067
California,2014,Soybeans,Million dollars,0.0
Colorado,2014,Soybeans,Million dollars,0.0
Connecticut,2014,Soybeans,Million dollars,0.0
Delaware,2014,Soybeans,Million dollars,43.6148
Florida,2014,Soybeans,Million dollars,7.8111
Georgia,2014,Soybeans,Million dollars,67.342
Hawaii,2014,Soybeans,Million dollars,0.0
Idaho,2014,Soybeans,Million dollars,0.0
Illinois,2014,Soybeans,Million dollars,3395.3576
Indiana,2014,Soybeans,Million dollars,2011.1348
Iowa,2014,Soybeans,Million dollars,3090.703
Kansas,2014,Soybeans,Million dollars,557.1966
Kentucky,2014,Soybeans,Million dollars,557.1966
Louisiana,2014,Soybeans,Million dollars,499.7722
Maine,2014,Soybeans,Million dollars,0.0
Maryland,2014,Soybeans,Million dollars,122.2136
Massachusetts,2014,Soybeans,Million dollars,0.0
Michigan,2014,Soybeans,Million dollars,579.3193
Minnesota,2014,Soybeans,Million dollars,1951.5402
Mississippi,2014,Soybeans,Million dollars,734.0217
Missouri,2014,Soybeans,Million dollars,1519.7575
Montana,2014,Soybeans,Million dollars,0.0
Nebraska,2014,Soybeans,Million dollars,1729.7698
Nevada,2014,Soybeans,Million dollars,0.0
New Hampshire,2014,Soybeans,Million dollars,0.0
New Jersey,2014,Soybeans,Million dollars,22.9524
New Mexico,2014,Soybeans,Million dollars,0.0
New York,2014,Soybeans,Million dollars,85.0642
North Carolina,2014,Soybeans,Million dollars,401.1648
North Dakota,2014,Soybeans,Million dollars,1071.0133
Ohio,2014,Soybeans,Million dollars,1611.6365
Oklahoma,2014,Soybeans,Million dollars,61.9277
Oregon,2014,Soybeans,Million dollars,0.0
Pennsylvania,2014,Soybeans,Million dollars,169.6527
Rhode Island,2014,Soybeans,Million dollars,0.0
South Carolina,2014,Soybeans,Million dollars,77.4862
South Dakota,2014,Soybeans,Million dollars,1296.3702
Tennessee,2014,Soybeans,Million dollars,468.3706
Texas,2014,Soybeans,Million dollars,23.1411
Utah,2014,Soybeans,Million dollars,0.0
Vermont,2014,Soybeans,Million dollars,0.0
Virginia,2014,Soybeans,Million dollars,146.6437
Washington,2014,Soybeans,Million dollars,0.0
West Virginia,2014,Soybeans,Million dollars,7.3764
Wisconsin,2014,Soybeans,Million dollars,443.0945
Wyoming,2014,Soybeans,Million dollars,0.0
Alabama,2015,Soybeans,Million dollars,95.1291
Alaska,2015,Soybeans,Million dollars,0.0
Arizona,2015,Soybeans,Million dollars,0.0
Arkansas,2015,Soybeans,Million dollars,785.442
California,2015,Soybeans,Million dollars,0.0
Colorado,2015,Soybeans,Million dollars,0.0
Connecticut,2015,Soybeans,Million dollars,0.0
Delaware,2015,Soybeans,Million dollars,36.7131
Florida,2015,Soybeans,Million dollars,5.9483
Georgia,2015,Soybeans,Million dollars,63.4593
Hawaii,2015,Soybeans,Million dollars,0.0
Idaho,2015,Soybeans,Million dollars,0.0
Illinois,2015,Soybeans,Million dollars,2709.2891
Indiana,2015,Soybeans,Million dollars,1505.9217
Iowa,2015,Soybeans,Million dollars,2459.174
Kansas,2015,Soybeans,Million dollars,625.1462
Kentucky,2015,Soybeans,Million dollars,449.0251
Louisiana,2015,Soybeans,Million dollars,355.1718
Maine,2015,Soybeans,Million dollars,0.0
Maryland,2015,Soybeans,Million dollars,103.5497
Massachusetts,2015,Soybeans,Million dollars,0.0
Michigan,2015,Soybeans,Million dollars,463.5302
Minnesota,2015,Soybeans,Million dollars,1566.2838
Mississippi,2015,Soybeans,Million dollars,538.8336
Missouri,2015,Soybeans,Million dollars,1072.3892
Montana,2015,Soybeans,Million dollars,0.0
Nebraska,2015,Soybeans,Million dollars,1367.5133
Nevada,2015,Soybeans,Million dollars,0.0
New Hampshire,2015,Soybeans,Million dollars,0.0
New Jersey,2015,Soybeans,Million dollars,18.1854
New Mexico,2015,Soybeans,Million dollars,0.0
New York,2015,Soybeans,Million dollars,64.0932
North Carolina,2015,Soybeans,Million dollars,337.5753
North Dakota,2015,Soybeans,Million dollars,771.7252
Ohio,2015,Soybeans,Million dollars,1212.2744
Oklahoma,2015,Soybeans,Million dollars,52.5936
Oregon,2015,Soybeans,Million dollars,0.0
Pennsylvania,2015,Soybeans,Million dollars,126.5865
Rhode Island,2015,Soybeans,Million dollars,0.0
South Carolina,2015,Soybeans,Million dollars,62.8299
South Dakota,2015,Soybeans,Million dollars,1041.8647
Tennessee,2015,Soybeans,Million dollars,424.1841
Texas,2015,Soybeans,Million dollars,18.1626
Utah,2015,Soybeans,Million dollars,0.0
Vermont,2015,Soybeans,Million dollars,0.0
Virginia,2015,Soybeans,Million dollars,109.7332
Washington,2015,Soybeans,Million dollars,0.0
West Virginia,2015,Soybeans,Million dollars,6.1169
Wisconsin,2015,Soybeans,Million dollars,413.4277
Wyoming,2015,Soybeans,Million dollars,0.0
Alabama,2016,Soybeans,Million dollars,92.216
Alaska,2016,Soybeans,Million dollars,0.0
Arizona,2016,Soybeans,Million dollars,0.0
Arkansas,2016,Soybeans,Million dollars,865.4484
California,2016,Soybeans,Million dollars,0.0
Colorado,2016,Soybeans,Million dollars,0.0
Connecticut,2016,Soybeans,Million dollars,0.0
Delaware,2016,Soybeans,Million dollars,37.408
Florida,2016,Soybeans,Million dollars,5.4311
Georgia,2016,Soybeans,Million dollars,58.5363
Hawaii,2016,Soybeans,Million dollars,0.0
Idaho,2016,Soybeans,Million dollars,0.0
Illinois,2016,Soybeans,Million dollars,3120.4533
Indiana,2016,Soybeans,Million dollars,1669.8833
Iowa,2016,Soybeans,Million dollars,3239.9758
Kansas,2016,Soybeans,Million dollars,1000.1085
Kentucky,2016,Soybeans,Million dollars,481.4434
Louisiana,2016,Soybeans,Million dollars,313.2425
Maine,2016,Soybeans,Million dollars,0.0
Maryland,2016,Soybeans,Million dollars,113.9285
Massachusetts,2016,Soybeans,Million dollars,0.0
Michigan,2016,Soybeans,Million dollars,559.8967
Minnesota,2016,Soybeans,Million dollars,2071.7586
Mississippi,2016,Soybeans,Million dollars,587.6015
Missouri,2016,Soybeans,Million dollars,1193.44
Montana,2016,Soybeans,Million dollars,0.0
Nebraska,2016,Soybeans,Million dollars,1717.7683
Nevada,2016,Soybeans,Million dollars,0.0
New Hampshire,2016,Soybeans,Million dollars,0.0
New Jersey,2016,Soybeans,Million dollars,18.473
New Mexico,2016,Soybeans,Million dollars,0.0
New York,2016,Soybeans,Million dollars,71.8937
North Carolina,2016,Soybeans,Million dollars,273.8375
North Dakota,2016,Soybeans,Million dollars,1272.6643
Ohio,2016,Soybeans,Million dollars,1389.4628
Oklahoma,2016,Soybeans,Million dollars,69.9674
Oregon,2016,Soybeans,Million dollars,0.0
Pennsylvania,2016,Soybeans,Million dollars,138.6112
Rhode Island,2016,Soybeans,Million dollars,0.0
South Carolina,2016,Soybeans,Million dollars,62.6171
South Dakota,2016,Soybeans,Million dollars,1363.8919
Tennessee,2016,Soybeans,Million dollars,370.2667
Texas,2016,Soybeans,Million dollars,20.6237
Utah,2016,Soybeans,Million dollars,0.0
Vermont,2016,Soybeans,Million dollars,0.0
Virginia,2016,Soybeans,Million dollars,115.5643
Washington,2016,Soybeans,Million dollars,0.0
West Virginia,2016,Soybeans,Million dollars,6.6255
Wisconsin,2016,Soybeans,Million dollars,536.137
Wyoming,2016,Soybeans,Million dollars,0.0
Alabama,2017,Soybeans,Million dollars,74.2996
Alaska,2017,Soybeans,Million dollars,0.0
Arizona,2017,Soybeans,Million dollars,0.0
Arkansas,2017,Soybeans,Million dollars,870.5859
California,2017,Soybeans,Million dollars,0.0
Colorado,2017,Soybeans,Million dollars,0.0
Connecticut,2017,Soybeans,Million dollars,0.0
Delaware,2017,Soybeans,Million dollars,35.7805
Florida,2017,Soybeans,Million dollars,3.3341
Georgia,2017,Soybeans,Million dollars,34.5986
Hawaii,2017,Soybeans,Million dollars,0.0
Idaho,2017,Soybeans,Million dollars,0.0
Illinois,2017,Soybeans,Million dollars,3031.8419
Indiana,2017,Soybeans,Million dollars,1648.6404
Iowa,2017,Soybeans,Million dollars,2750.6671
Kansas,2017,Soybeans,Million dollars,896.9038
Kentucky,2017,Soybeans,Million dollars,458.5812
Louisiana,2017,Soybeans,Million dollars,356.2977
Maine,2017,Soybeans,Million dollars,0.0
Maryland,2017,Soybeans,Million dollars,112.0791
Massachusetts,2017,Soybeans,Million dollars,0.0
Michigan,2017,Soybeans,Million dollars,511.9628
Minnesota,2017,Soybeans,Million dollars,1839.7792
Mississippi,2017,Soybeans,Million dollars,564.768
Missouri,2017,Soybeans,Million dollars,1427.6308
Montana,2017,Soybeans,Million dollars,0.0
Nebraska,2017,Soybeans,Million dollars,1548.8834
Nevada,2017,Soybeans,Million dollars,0.0
New Hampshire,2017,Soybeans,Million dollars,0.0
New Jersey,2017,Soybeans,Million dollars,19.6225
New Mexico,2017,Soybeans,Million dollars,0.0
New York,2017,Soybeans,Million dollars,59.6148
North Carolina,2017,Soybeans,Million dollars,354.9748
North Dakota,2017,Soybeans,Million dollars,1053.4172
Ohio,2017,Soybeans,Million dollars,1301.3564
Oklahoma,2017,Soybeans,Million dollars,79.914
Oregon,2017,Soybeans,Million dollars,0.0
Pennsylvania,2017,Soybeans,Million dollars,135.4478
Rhode Island,2017,Soybeans,Million dollars,0.0
South Carolina,2017,Soybeans,Million dollars,70.0811
South Dakota,2017,Soybeans,Million dollars,1172.6347
Tennessee,2017,Soybeans,Million dollars,396.1424
Texas,2017,Soybeans,Million dollars,28.0435
Utah,2017,Soybeans,Million dollars,0.0
Vermont,2017,Soybeans,Million dollars,0.0
Virginia,2017,Soybeans,Million dollars,116.1412
Washington,2017,Soybeans,Million dollars,0.0
West Virginia,2017,Soybeans,Million dollars,6.5774
Wisconsin,2017,Soybeans,Million dollars,495.6862
Wyoming,2017,Soybeans,Million dollars,0.0
Alabama,2018,Soybeans,Million dollars,56.7016
Alaska,2018,Soybeans,Million dollars,0.0
Arizona,2018,Soybeans,Million dollars,0.0
Arkansas,2018,Soybeans,Million dollars,625.474
California,2018,Soybeans,Million dollars,0.0
Colorado,2018,Soybeans,Million dollars,0.0
Connecticut,2018,Soybeans,Million dollars,0.0
Delaware,2018,Soybeans,Million dollars,27.84
Florida,2018,Soybeans,Million dollars,1.6861
Georgia,2018,Soybeans,Million dollars,21.621
Hawaii,2018,Soybeans,Million dollars,0.0
Idaho,2018,Soybeans,Million dollars,0.0
Illinois,2018,Soybeans,Million dollars,2632.382
Indiana,2018,Soybeans,Million dollars,1311.3028
Iowa,2018,Soybeans,Million dollars,2174.6345
Kansas,2018,Soybeans,Million dollars,722.054
Kentucky,2018,Soybeans,Million dollars,416.1074
Louisiana,2018,Soybeans,Million dollars,242.3415
Maine,2018,Soybeans,Million dollars,0.0
Maryland,2018,Soybeans,Million dollars,91.1038
